id,Churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_contrato,servico_telefone,multiplas_linhas,tipo_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,valor_mensal,total_cobrado,contas_diarias
7989-CHGTL,sim,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,19.6,19.6,0.6533333333333334
7989-VCQOH,não,Masculino,0,Sim,Sim,18,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Cheque eletrônico,83.25,1611.15,2.775
7993-NQLJE,não,Masculino,0,Sim,Sim,15,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,75.1,1151.55,2.503333333333333
7993-PYKOF,sim,Masculino,0,Sim,Não,8,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,75.0,632.95,2.5
7994-UYIVZ,não,Masculino,0,Sim,Não,8,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Transferência bancária (automática),85.65,659.45,2.855
7994-XIRTR,não,Masculino,1,Não,Não,54,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Anual,Não,Transferência bancária (automática),65.25,3529.95,2.175
7995-ZHHNZ,não,Masculino,0,Sim,Não,42,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Anual,Não,Cartão de crédito (automático),56.1,2386.85,1.87
7996-BPXHY,não,Feminino,0,Sim,Sim,13,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária (automática),25.0,332.5,0.8333333333333334
7996-MHXLW,não,Feminino,0,Não,Não,66,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cartão de crédito (automático),25.15,1683.6,0.8383333333333333
7997-EASSD,não,Feminino,0,Sim,Não,63,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),81.2,4965.1,2.7066666666666666
7998-WNZEM,não,Masculino,0,Não,Não,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Transferência bancária (automática),80.6,5708.2,2.6866666666666665
7998-ZLXWN,não,Feminino,0,Sim,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito (automático),20.45,330.8,0.6816666666666666
8000-REIQB,sim,Feminino,1,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.95,69.95,2.3316666666666666
8003-EWNDZ,não,Feminino,0,Não,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque eletrônico,21.2,222.65,0.7066666666666667
8006-PYCSW,não,Feminino,0,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,20.1,39.8,0.67
8007-YYPWD,não,Feminino,0,Não,Não,15,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária (automática),25.05,369.1,0.8350000000000001
8008-ESFLK,não,Feminino,0,Sim,Não,53,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cheque eletrônico,110.5,5835.5,3.683333333333333
8008-HAWED,sim,Masculino,0,Não,Não,14,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,50.75,712.75,1.6916666666666667
8008-OTEZX,não,Feminino,0,Sim,Sim,35,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.65,708.8,0.6549999999999999
8010-EZLOU,sim,Masculino,1,Não,Não,15,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,80.2,1217.25,2.6733333333333333
8012-SOUDQ,não,Feminino,1,Não,Não,43,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,90.25,3838.75,3.0083333333333333
8015-IHCGW,não,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,115.5,8425.15,3.85
8016-NCFVO,não,Masculino,1,Não,Não,55,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,116.5,6382.55,3.8833333333333333
8016-ZMGMO,não,Feminino,1,Sim,Não,66,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,Anual,Sim,Transferência bancária (automática),70.85,4738.85,2.3616666666666664
8017-LXHFA,sim,Feminino,1,Não,Não,23,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.75,2293.6,3.158333333333333
8017-UVSZU,não,Feminino,0,Sim,Não,40,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),56.6,2379.1,1.8866666666666667
8019-ENHXU,sim,Masculino,0,Sim,Não,42,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Não,Sim,Mensal,Sim,Cheque eletrônico,99.45,4138.05,3.315
8020-BWHYL,sim,Feminino,1,Não,Não,15,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),75.3,1147.45,2.51
8022-BECSI,não,Masculino,0,Não,Não,22,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.6,422.5,0.6533333333333334
8023-QHAIO,não,Feminino,1,Sim,Não,56,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Transferência bancária (automática),76.85,4275.75,2.5616666666666665
8024-XNAFQ,não,Feminino,1,Não,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Sim,Transferência bancária (automática),107.4,7748.75,3.58
8028-PNXHQ,não,Masculino,0,Sim,Sim,62,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária (automática),24.25,1424.6,0.8083333333333333
8029-XYPWT,não,Masculino,1,Sim,Não,71,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),115.05,8016.6,3.835
8033-ATFAS,não,Feminino,0,Sim,Sim,39,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque enviado,59.85,2341.5,1.995
8033-VCZGH,não,Masculino,0,Sim,Não,50,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,103.95,5231.3,3.4650000000000003
8034-RYTVV,não,Feminino,0,Não,Não,55,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Anual,Sim,Cartão de crédito (automático),84.25,4589.85,2.808333333333333
8035-BUYVG,sim,Masculino,0,Sim,Não,40,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Sim,Cheque eletrônico,42.35,1716.45,1.4116666666666666
8035-PWSEV,não,Feminino,0,Não,Não,6,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Cheque eletrônico,89.25,487.05,2.975
8039-ACLPL,não,Feminino,0,Sim,Sim,72,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Sim,Bienal,Não,Cartão de crédito (automático),68.75,4888.2,2.2916666666666665
8039-EQPIM,não,Masculino,0,Sim,Não,69,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),60.25,4055.5,2.0083333333333333
8040-MNRTF,não,Feminino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,71.1,71.1,2.3699999999999997
8041-TMEID,não,Masculino,1,Sim,Não,63,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Não,Cartão de crédito (automático),108.5,6991.9,3.6166666666666667
8042-JVNFH,sim,Masculino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,71.35,71.35,2.378333333333333
8042-RNLKO,não,Masculino,0,Não,Não,66,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Transferência bancária (automática),25.45,1699.15,0.8483333333333333
8043-PNYSD,não,Masculino,0,Sim,Sim,63,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.55,1245.6,0.6516666666666667
8044-BGWPI,não,Masculino,0,Sim,Sim,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque eletrônico,21.15,306.05,0.705
8046-DNVTL,não,Masculino,0,Sim,Não,62,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,Cartão de crédito (automático),38.6,2345.55,1.2866666666666666
8048-DSDFQ,não,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,20.2,20.2,0.6733333333333333
8049-WJCLQ,não,Masculino,0,Sim,Sim,10,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Cheque enviado,60.2,563.5,2.006666666666667
8050-DVOJX,não,Masculino,1,Não,Não,49,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Cartão de crédito (automático),81.35,4060.9,2.7116666666666664
8050-WYBND,não,Feminino,0,Não,Sim,22,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),49.45,1031.4,1.6483333333333334
8050-XGRVL,não,Feminino,0,Sim,Sim,62,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Não,Cartão de crédito (automático),54.75,3425.35,1.825
8051-HJRLT,sim,Feminino,1,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.55,70.55,2.3516666666666666
8053-WWDRO,sim,Feminino,0,Sim,Não,6,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Transferência bancária (automática),19.5,146.3,0.65
8058-DMYRU,não,Masculino,1,Não,Não,54,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,90.05,4931.8,3.0016666666666665
8058-INTPH,sim,Feminino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,79.65,79.65,2.6550000000000002
8058-JMEQO,sim,Feminino,1,Não,Não,9,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.45,762.5,2.815
8059-UDZFY,não,Feminino,1,Não,Sim,33,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),105.35,3465.05,3.5116666666666663
8060-HIWJJ,não,Masculino,0,Não,Não,64,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),86.55,5632.55,2.885
8062-YBDOE,sim,Masculino,1,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.65,69.65,2.3216666666666668
8063-GBATB,sim,Feminino,1,Não,Não,27,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,85.25,2287.25,2.841666666666667
8063-RJYNF,sim,Masculino,0,Não,Não,16,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.25,1483.25,3.1416666666666666
8064-RAVOH,não,Masculino,0,Não,Sim,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.85,49.85,1.6616666666666666
8065-BVEPF,não,Masculino,1,Não,Não,65,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),99.1,6496.15,3.3033333333333332
8065-QBYTO,não,Feminino,1,Não,Não,71,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Anual,Sim,Cartão de crédito (automático),99.65,7181.25,3.3216666666666668
8065-YKXKD,sim,Feminino,0,Não,Não,10,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.75,799.65,2.4916666666666667
8066-POXGX,sim,Feminino,0,Não,Não,13,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,35.1,446.1,1.1700000000000002
8067-NIOYM,não,Feminino,0,Sim,Sim,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cartão de crédito (automático),21.1,490.65,0.7033333333333334
8069-RHUXK,não,Feminino,0,Sim,Sim,67,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Bienal,Não,Cartão de crédito (automático),35.7,2545.7,1.1900000000000002
8069-YQQAJ,não,Masculino,0,Não,Não,14,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,31.1,419.7,1.0366666666666666
8070-AAWZP,não,Masculino,1,Sim,Não,24,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque enviado,34.25,828.2,1.1416666666666666
8071-SBTRN,não,Feminino,0,Não,Não,70,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cheque enviado,111.15,7737.55,3.705
8073-IJDCM,sim,Feminino,0,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,20.3,20.3,0.6766666666666666
8075-GXIUB,não,Masculino,1,Sim,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cartão de crédito (automático),19.85,183.15,0.6616666666666667
8076-FEZKJ,não,Masculino,0,Não,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.5,225.85,0.65
8079-XRJRS,sim,Masculino,0,Sim,Não,65,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cheque eletrônico,89.75,5769.6,2.9916666666666667
8080-DDEMJ,sim,Masculino,1,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,45.1,45.1,1.5033333333333334
8080-POTJR,não,Feminino,0,Não,Não,30,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),79.3,2427.1,2.643333333333333
8082-GHXOP,não,Masculino,0,Não,Sim,13,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,44.0,659.35,1.4666666666666666
8083-YTZES,sim,Masculino,0,Não,Não,4,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.35,265.35,2.478333333333333
8084-OIVBS,não,Feminino,0,Não,Não,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,20.0,211.95,0.6666666666666666
8085-MSNLK,não,Feminino,0,Sim,Não,62,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cheque enviado,113.95,6891.4,3.7983333333333333
8086-OVPWV,sim,Masculino,0,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,80.2,181.1,2.6733333333333333
8087-LGYHQ,não,Masculino,0,Não,Não,9,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.05,811.65,3.135
8089-UZWLX,não,Feminino,1,Não,Não,71,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Bienal,Não,Transferência bancária (automática),104.05,7413.55,3.4683333333333333
8091-TTVAX,não,Masculino,0,Sim,Não,58,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Não,Cartão de crédito (automático),100.35,5681.1,3.3449999999999998
8092-NLTGF,não,Masculino,0,Não,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária (automática),24.75,1777.6,0.825
8095-WANWK,não,Feminino,0,Não,Não,10,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,45.25,428.7,1.5083333333333333
8096-LOIST,não,Feminino,0,Não,Não,19,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,56.2,1093.4,1.8733333333333335
8097-OMULG,não,Masculino,0,Sim,Sim,59,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartão de crédito (automático),76.75,4541.9,2.558333333333333
8097-VBQTZ,não,Masculino,0,Não,Não,54,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cheque enviado,69.9,3883.3,2.33
8098-LLAZX,sim,Feminino,1,Não,Não,4,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.45,396.1,3.1816666666666666
8098-TDCBU,não,Feminino,0,Sim,Não,42,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque eletrônico,25.25,1108.2,0.8416666666666667
8099-MZPUJ,não,Masculino,0,Sim,Sim,48,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),111.8,5443.65,3.7266666666666666
8100-HZZLJ,não,Feminino,0,Não,Sim,43,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,63.95,2737.05,2.131666666666667
8100-PNJMH,não,Masculino,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),88.85,6132.7,2.9616666666666664
8104-OSKWT,não,Feminino,0,Não,Não,12,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,79.8,1001.2,2.6599999999999997
8106-GWQOK,não,Masculino,0,Sim,Não,38,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),60.0,2193.2,2.0
8107-KNCIM,não,Masculino,1,Sim,Não,14,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.1,1013.35,2.503333333333333
8107-RZLNV,não,Masculino,0,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automática),106.3,7565.35,3.5433333333333334
8108-UXRQN,não,Feminino,0,Sim,Sim,11,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,50.55,565.35,1.6849999999999998
8109-YUOHE,não,Masculino,0,Não,Não,17,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Não,Cheque enviado,56.1,946.95,1.87
8111-BKVDS,não,Feminino,0,Não,Não,10,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automática),40.7,449.3,1.3566666666666667
8111-RKSPX,sim,Masculino,0,Não,Não,4,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),72.2,305.55,2.4066666666666667
8111-SLLHI,sim,Masculino,1,Sim,Não,39,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,105.65,4284.8,3.521666666666667
8118-LSUEL,sim,Masculino,1,Não,Não,23,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.4,2483.5,3.546666666666667
8118-TJAFG,não,Masculino,0,Sim,Sim,9,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.5,906.85,3.3833333333333333
8120-JDCAM,não,Masculino,0,Sim,Sim,4,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,69.55,284.9,2.3183333333333334
8123-QBNAZ,não,Feminino,0,Sim,Sim,36,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),104.5,3684.95,3.4833333333333334
8124-NZVGJ,não,Feminino,0,Não,Não,6,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Cheque enviado,49.25,255.6,1.6416666666666666
8125-QPFJD,não,Feminino,0,Sim,Não,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),84.9,6065.3,2.83
8128-YVJRG,sim,Feminino,0,Não,Não,7,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,79.65,604.7,2.6550000000000002
8129-GMVGI,não,Feminino,0,Sim,Sim,56,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.05,1090.1,0.6683333333333333
8132-YPVBX,não,Feminino,0,Não,Não,6,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque enviado,85.95,514.6,2.865
8133-ANHHJ,não,Feminino,1,Não,Não,49,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Anual,Não,Transferência bancária (automática),103.0,5166.2,3.433333333333333
8138-EALND,não,Masculino,0,Não,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.75,311.6,0.6583333333333333
8143-ETQTI,não,Feminino,0,Sim,Sim,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cheque enviado,19.65,451.55,0.6549999999999999
8144-DGHXP,não,Feminino,0,Não,Não,54,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,80.6,4299.95,2.6866666666666665
8146-QQKZH,não,Feminino,0,Sim,Não,71,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),81.85,5924.4,2.728333333333333
8148-BPLZQ,não,Masculino,0,Não,Não,34,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.8,1734.2,1.66
8148-NLEGT,não,Feminino,0,Sim,Sim,42,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque eletrônico,22.95,1014.25,0.765
8148-WOCMK,não,Masculino,0,Sim,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),19.6,125.0,0.6533333333333334
8149-AIQCG,não,Masculino,0,Não,Não,39,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),73.15,2730.85,2.4383333333333335
8149-RSOUN,sim,Feminino,0,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.85,93.85,3.128333333333333
8150-QUDFX,não,Masculino,0,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.85,51.6,0.6616666666666667
8152-UOBNY,não,Feminino,1,Não,Não,50,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,106.8,5347.95,3.56
8152-VETUR,não,Feminino,0,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),97.7,6869.7,3.256666666666667
8155-IBNHG,sim,Feminino,0,Sim,Não,24,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),75.4,1747.85,2.5133333333333336
8158-WPEZG,não,Masculino,0,Não,Não,11,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,35.65,425.1,1.1883333333333332
8160-HOWOX,não,Feminino,0,Não,Não,7,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,66.85,458.1,2.228333333333333
8161-QYMTT,não,Masculino,0,Não,Não,7,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.1,701.3,3.1366666666666663
8164-OCKUJ,não,Feminino,0,Sim,Sim,59,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.6,1286.0,0.6866666666666668
